State,LGA,Ward,PU-Code,PU-Name,Full Address,Latitude,Longitude,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File
OYO,AFIJIO,ILORA I,30-01-01-003,BODE OPEN SPACE II,OYO AFIJIO ILORA I 30-01-01-003 BODE OPEN SPACE II,7.8055739,3.8706208,251,778,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,127,24,66,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24721/pu/100045/100045-1677597046.pdf
OYO,AFIJIO,ILORA I,30-01-01-004,BODE OPEN SPACE II,OYO AFIJIO ILORA I 30-01-01-004 BODE OPEN SPACE II,7.8055739,3.8706208,251,778,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,138,12,45,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24721/pu/100045/100045-1677597046.pdf
OYO,AFIJIO,ILORA II,30-01-02-001,AKINDELE OPEN SPACE I,OYO AFIJIO ILORA II 30-01-02-001 AKINDELE OPEN SPACE I,7.7625429,3.8299106,167,471,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,104,8,43,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98950/result_84966_1677514561_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-002,AKINDELE OPEN SPACE II,OYO AFIJIO ILORA II 30-01-02-002 AKINDELE OPEN SPACE II,7.7625429,3.8299106,209,603,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,110,18,49,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98951/result_84967_1677514644_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-003,AKINDELE OPEN SPACE II,OYO AFIJIO ILORA II 30-01-02-003 AKINDELE OPEN SPACE II,7.7625429,3.8299106,209,603,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,132,11,59,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98951/result_84967_1677514644_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-004,BAPTIST GRAMMAR SCHOOL I,OYO AFIJIO ILORA II 30-01-02-004 BAPTIST GRAMMAR SCHOOL I,7.7625429,3.8299106,285,762,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,133,69,44,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98953/result_84969_1677512700_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-005,BAPTIST GRAMMAR SCHOOL I,OYO AFIJIO ILORA II 30-01-02-005 BAPTIST GRAMMAR SCHOOL I,7.7625429,3.8299106,285,762,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,113,51,73,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98953/result_84969_1677512700_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-006,BAPTIST GRAMMAR SCHOOL I,OYO AFIJIO ILORA II 30-01-02-006 BAPTIST GRAMMAR SCHOOL I,7.7625429,3.8299106,285,762,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98953/result_84969_1677512700_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-007,ELEKAARA MARKET O/SPACE,OYO AFIJIO ILORA II 30-01-02-007 ELEKAARA MARKET O/SPACE,7.7883364,3.9189515,291,1046,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,159,49,45,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98956/result_84972_1677514784_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-009,MAFIKUYOMI OPEN SPACE I,OYO AFIJIO ILORA II 30-01-02-009 MAFIKUYOMI OPEN SPACE I,7.7078582,3.8496653,225,647,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,121,30,39,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98958/result_84974_1677515092_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-010,MAFIKUYOMI OPEN SPACE I,OYO AFIJIO ILORA II 30-01-02-010 MAFIKUYOMI OPEN SPACE I,7.7078582,3.8496653,225,647,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,134,27,39,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98958/result_84974_1677515092_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-011,ONIKOOKO OPEN SPACE,OYO AFIJIO ILORA II 30-01-02-011 ONIKOOKO OPEN SPACE,7.7625429,3.8299106,129,402,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,72,1,28,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98960/result_84976_1677512889_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-012,OBANISOLA OPEN SPACE,OYO AFIJIO ILORA II 30-01-02-012 OBANISOLA OPEN SPACE,7.7625429,3.8299106,247,634,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,126,55,40,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98961/result_84977_1677514955_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-013,OJA OKE OPEN SPACE I,OYO AFIJIO ILORA II 30-01-02-013 OJA OKE OPEN SPACE I,7.7625429,3.8299106,211,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,119,16,40,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98962/result_84978_1677513107_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-014,OJA OKE OPEN SPACE II,OYO AFIJIO ILORA II 30-01-02-014 OJA OKE OPEN SPACE II,7.7625429,3.8299106,251,901,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,145,30,49,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98963/result_84979_1677513730_thumb.jpg
OYO,AFIJIO,ILORA II,30-01-02-015,TOWN HALL,OYO AFIJIO ILORA II 30-01-02-015 TOWN HALL,7.7625429,3.8299106,139,327,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,76,2,28,2,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98964/result_84980_1677513905_thumb.jpg
OYO,AFIJIO,ILORA III,30-01-03-001,ARIBOMBO OPEN SPACE,OYO AFIJIO ILORA III 30-01-03-001 ARIBOMBO OPEN SPACE,7.7352037,3.8553507,176,509,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24723/pu/100066/100066-1677585499.pdf
OYO,AFIJIO,ILORA III,30-01-03-002,ATENTE OPEN SPACE,OYO AFIJIO ILORA III 30-01-03-002 ATENTE OPEN SPACE,7.6734511,3.8302285,170,481,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,107,4,39,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24723/pu/100067/100067-1677586488.pdf
OYO,AFIJIO,ILORA III,30-01-03-003,ATENTE OPEN SPACE,OYO AFIJIO ILORA III 30-01-03-003 ATENTE OPEN SPACE,7.6734511,3.8302285,170,481,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,136,12,44,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24723/pu/100067/100067-1677586488.pdf
OYO,AFIJIO,ILORA III,30-01-03-004,FARM SETTLEMENT,OYO AFIJIO ILORA III 30-01-03-004 FARM SETTLEMENT,7.7957198,3.8191965,151,490,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,65,3,47,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24723/pu/100069/100069-1677588515.pdf
OYO,AFIJIO,ILORA III,30-01-03-005,IBUKUN OLU OPEN SPACE,OYO AFIJIO ILORA III 30-01-03-005 IBUKUN OLU OPEN SPACE,7.7177966,3.8744788,238,646,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,130,3,76,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24723/pu/100070/100070-1677589296.pdf
OYO,AFIJIO,FIDITI I,30-01-04-001,"EBENEZER PRY. SCHOOL, FIDITI","OYO AFIJIO FIDITI I 30-01-04-001 EBENEZER PRY. SCHOOL, FIDITI",7.7102381,3.9190062,177,359,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,74,13,62,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100072/100072-1677455568.pdf
OYO,AFIJIO,FIDITI I,30-01-04-002,"EBENEZER PRY. SCHOOL, FIDITI","OYO AFIJIO FIDITI I 30-01-04-002 EBENEZER PRY. SCHOOL, FIDITI",7.7102381,3.9190062,177,359,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,72,1,34,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100072/100072-1677455568.pdf
OYO,AFIJIO,FIDITI I,30-01-04-003,METHODIST PRY. SCHOOL,OYO AFIJIO FIDITI I 30-01-04-003 METHODIST PRY. SCHOOL,7.7184914,3.9146274,193,493,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,69,17,90,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100074/100074-1677456541.pdf
OYO,AFIJIO,FIDITI I,30-01-04-004,METHODIST PRY. SCHOOL,OYO AFIJIO FIDITI I 30-01-04-004 METHODIST PRY. SCHOOL,7.7184914,3.9146274,193,493,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,89,10,58,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100074/100074-1677456541.pdf
OYO,AFIJIO,FIDITI I,30-01-04-005,METHODIST PRY. SCHOOL,OYO AFIJIO FIDITI I 30-01-04-005 METHODIST PRY. SCHOOL,7.7184914,3.9146274,193,493,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,86,5,32,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100074/100074-1677456541.pdf
OYO,AFIJIO,FIDITI I,30-01-04-006,METHODIST PRY. SCHOOL,OYO AFIJIO FIDITI I 30-01-04-006 METHODIST PRY. SCHOOL,7.7184914,3.9146274,193,493,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,59,3,48,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100074/100074-1677456541.pdf
OYO,AFIJIO,FIDITI I,30-01-04-007,OLEYO OPEN SPACE,OYO AFIJIO FIDITI I 30-01-04-007 OLEYO OPEN SPACE,7.7074126,3.9317468,236,509,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,113,8,61,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100078/100078-1677458114.pdf
OYO,AFIJIO,FIDITI I,30-01-04-008,POLICE STATION OPEN SPACE,OYO AFIJIO FIDITI I 30-01-04-008 POLICE STATION OPEN SPACE,7.7074126,3.9317468,195,504,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,85,21,47,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100079/100079-1677458668.pdf
OYO,AFIJIO,FIDITI I,30-01-04-009,CATHOLIC PRY. SCHOOL,OYO AFIJIO FIDITI I 30-01-04-009 CATHOLIC PRY. SCHOOL,7.71049,3.9192451,214,572,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,99,25,51,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100080/100080-1677459018.pdf
OYO,AFIJIO,FIDITI I,30-01-04-010,CHRIST ANG. SCHOOL,OYO AFIJIO FIDITI I 30-01-04-010 CHRIST ANG. SCHOOL,7.7074126,3.9317468,147,438,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,78,12,30,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3734/ward/24724/pu/100081/100081-1677459398.pdf
OYO,AFIJIO,FIDITI II,30-01-05-001,ABESE OPEN SPACE,OYO AFIJIO FIDITI II 30-01-05-001 ABESE OPEN SPACE,7.6968543,3.9011747,213,581,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,99,6,69,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98981/result_85003_1677509537_thumb.jpg
OYO,AFIJIO,FIDITI II,30-01-05-002,AGBAAKIN OPEN SPACE,OYO AFIJIO FIDITI II 30-01-05-002 AGBAAKIN OPEN SPACE,7.6968543,3.9011747,201,557,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,102,10,56,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98982/result_85004_1677509664_thumb.jpg
OYO,AFIJIO,FIDITI II,30-01-05-003,AGBAAKIN OPEN SPACE,OYO AFIJIO FIDITI II 30-01-05-003 AGBAAKIN OPEN SPACE,7.6968543,3.9011747,201,557,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,81,12,39,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98982/result_85004_1677509664_thumb.jpg
OYO,AFIJIO,FIDITI II,30-01-05-004,IJAYE OJUTAYE OPEN SPACE,OYO AFIJIO FIDITI II 30-01-05-004 IJAYE OJUTAYE OPEN SPACE,7.6521213,3.8733726,176,525,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,73,29,34,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98984/result_85006_1677509888_thumb.jpg
OYO,AFIJIO,FIDITI II,30-01-05-005,OWODE OPEN SPACE,OYO AFIJIO FIDITI II 30-01-05-005 OWODE OPEN SPACE,7.6968543,3.9011747,227,618,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,93,24,80,4,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98985/result_85007_1677509961_thumb.jpg
OYO,AFIJIO,FIDITI II,30-01-05-006,CUSTOMARY COURT,OYO AFIJIO FIDITI II 30-01-05-006 CUSTOMARY COURT,7.6429705,3.8706208,194,446,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,78,6,32,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98986/result_85008_1677510089_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-001,ALAGBEDE OPEN SPACE,OYO AFIJIO AWE I 30-01-06-001 ALAGBEDE OPEN SPACE,7.812892,3.9597871,190,541,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,99,10,57,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98987/result_85009_1677502880_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-002,ASAALU OPEN SPACE I,OYO AFIJIO AWE I 30-01-06-002 ASAALU OPEN SPACE I,7.812892,3.9597871,137,383,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,58,20,30,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98988/result_85010_1677503130_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-003,ASAALU OPEN SPACE II,OYO AFIJIO AWE I 30-01-06-003 ASAALU OPEN SPACE II,7.812892,3.9597871,73,220,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,31,10,14,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98989/result_85011_1677504072_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-004,GBODOOYA OPEN SPACE,OYO AFIJIO AWE I 30-01-06-004 GBODOOYA OPEN SPACE,7.812892,3.9597871,185,482,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,88,21,51,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98990/result_85012_1677500531_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-005,LALEMI OPEN SPACE,OYO AFIJIO AWE I 30-01-06-005 LALEMI OPEN SPACE,7.812892,3.9597871,178,465,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,81,18,43,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98991/result_85013_1677500221_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-006,LAWN TENNIS OPEN SPACE I,OYO AFIJIO AWE I 30-01-06-006 LAWN TENNIS OPEN SPACE I,7.812892,3.9597871,173,521,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,58,41,39,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98992/result_85014_1677503588_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-008,OKE BATA OPEN SPACE,OYO AFIJIO AWE I 30-01-06-008 OKE BATA OPEN SPACE,7.812892,3.9597871,154,443,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,86,11,37,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98994/result_85016_1677504507_thumb.jpg
OYO,AFIJIO,AWE I,30-01-06-009,OKE ODOFIN OPEN SPACE,OYO AFIJIO AWE I 30-01-06-009 OKE ODOFIN OPEN SPACE,7.812892,3.9597871,302,896,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,125,64,65,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98995/result_85017_1677503337_thumb.jpg
OYO,AFIJIO,AWE I,30-01-07-001,OKE ODOFIN OPEN SPACE,OYO AFIJIO AWE I 30-01-07-001 OKE ODOFIN OPEN SPACE,7.812892,3.9597871,302,896,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,97,98,63,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98995/result_85017_1677503337_thumb.jpg
OYO,AFIJIO,AWE II,30-01-07-002,BAPTIST PRY. SCHOOL,OYO AFIJIO AWE II 30-01-07-002 BAPTIST PRY. SCHOOL,7.7362398,4.0641957,310,871,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,141,48,72,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98997/result_85020_1677495241_thumb.jpg
OYO,AFIJIO,AWE II,30-01-07-003,IDI ISIN OPEN SPACE,OYO AFIJIO AWE II 30-01-07-003 IDI ISIN OPEN SPACE,7.7391747,4.013361,94,317,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,47,11,23,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98998/result_85021_1677495339_thumb.jpg
OYO,AFIJIO,AWE II,30-01-07-004,IDI ORUPA OPEN SPACE,OYO AFIJIO AWE II 30-01-07-004 IDI ORUPA OPEN SPACE,7.7391747,4.013361,72,251,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,34,5,25,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/98999/result_85022_1677493309_thumb.jpg
OYO,AFIJIO,AWE II,30-01-07-005,KIYESENI OPEN SPACE,OYO AFIJIO AWE II 30-01-07-005 KIYESENI OPEN SPACE,7.7334414,4.0645949,104,336,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,53,15,22,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99000/result_85023_1677495399_thumb.jpg
OYO,AFIJIO,AWE II,30-01-07-006,OLODE ISALE OPEN SPACE,OYO AFIJIO AWE II 30-01-07-006 OLODE ISALE OPEN SPACE,7.7391747,4.013361,249,608,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,116,21,70,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99001/result_85024_1677495121_thumb.jpg
OYO,AFIJIO,AKINMORIN/JOBELE,30-01-08-001,BAALE JOBELE OPEN SPACE,OYO AFIJIO AKINMORIN/JOBELE 30-01-08-001 BAALE JOBELE OPEN SPACE,7.7644,3.9241021,201,1084,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,107,51,18,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99002/result_85027_1677682879_thumb.jpg
OYO,AFIJIO,AKINMORIN/JOBELE,30-01-08-002,L.G. DISPENSARY,OYO AFIJIO AKINMORIN/JOBELE 30-01-08-002 L.G. DISPENSARY,7.7910151,3.9465219,187,656,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,84,24,56,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99003/result_85028_1677680558_thumb.jpg
OYO,AFIJIO,AKINMORIN/JOBELE,30-01-08-003,ODOFIN OPEN SPACE,OYO AFIJIO AKINMORIN/JOBELE 30-01-08-003 ODOFIN OPEN SPACE,7.7832182,3.9419415,133,577,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,99,19,44,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99004/result_85029_1677683106_thumb.jpg
OYO,AFIJIO,AKINMORIN/JOBELE,30-01-08-005,"ST. PETERS SCHOOL, JOBELE","OYO AFIJIO AKINMORIN/JOBELE 30-01-08-005 ST. PETERS SCHOOL, JOBELE",7.7644,3.9241021,188,750,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,110,20,39,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99006/result_85031_1677681082_thumb.jpg
OYO,AFIJIO,AKINMORIN/JOBELE,30-01-08-006,"TOWN HALL, AKINMORIN","OYO AFIJIO AKINMORIN/JOBELE 30-01-08-006 TOWN HALL, AKINMORIN",7.7967566,3.9444905,150,638,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,77,7,52,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99007/result_85032_1677598661_thumb.jpg
OYO,AFIJIO,AKINMORIN/JOBELE,30-01-08-007,"CATHOLIC PRY. SCHOOL, AKINMORIN","OYO AFIJIO AKINMORIN/JOBELE 30-01-08-007 CATHOLIC PRY. SCHOOL, AKINMORIN",7.71049,3.9192451,151,678,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,48,44,29,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99008/result_85033_1677681639_thumb.jpg
OYO,AFIJIO,IWARE,30-01-09-001,AKINOLA VILLAGE O/SPACE,OYO AFIJIO IWARE 30-01-09-001 AKINOLA VILLAGE O/SPACE,7.6797337,3.9594684,120,209,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,76,0,24,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/001/001-1677407208.pdf
OYO,AFIJIO,IWARE,30-01-09-002,ADERIBIGBE VILLAGE O/SPACE,OYO AFIJIO IWARE 30-01-09-002 ADERIBIGBE VILLAGE O/SPACE,7.6797337,3.9594684,195,573,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,123,0,54,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/002/002-1677417454.pdf
OYO,AFIJIO,IWARE,30-01-09-004,IYANFA / ONSA OPEN SPACE,OYO AFIJIO IWARE 30-01-09-004 IYANFA / ONSA OPEN SPACE,7.6797337,3.9594684,162,401,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,85,1,44,4,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/004/004-1677408491.pdf
OYO,AFIJIO,IWARE,30-01-09-005,"L.A. PRY. SCHOOL, IWARE","OYO AFIJIO IWARE 30-01-09-005 L.A. PRY. SCHOOL, IWARE",7.6909259,3.9572374,243,632,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,104,9,89,3,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/005/005-1677404222.pdf
OYO,AFIJIO,IMINI,30-01-10-001,ABA JUMO OPEN SPACE,OYO AFIJIO IMINI 30-01-10-001 ABA JUMO OPEN SPACE,7.7194407,3.7993992,153,396,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,88,1,44,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99014/result_85044_1677499999_thumb.jpg
OYO,AFIJIO,IMINI,30-01-10-003,ILU AJE OPEN SPACE,OYO AFIJIO IMINI 30-01-10-003 ILU AJE OPEN SPACE,7.7625214,3.8886009,288,761,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,152,7,71,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99016/result_85046_1677499754_thumb.jpg
OYO,AFIJIO,IMINI,30-01-10-004,COURT HALL I,OYO AFIJIO IMINI 30-01-10-004 COURT HALL I,7.7194407,3.7993992,189,569,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,110,0,42,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99017/result_85047_1677499623_thumb.jpg
OYO,AFIJIO,IMINI,30-01-10-005,COURT HALL II,OYO AFIJIO IMINI 30-01-10-005 COURT HALL II,7.7194407,3.7993992,175,494,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,95,8,36,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99018/result_85048_1677499366_thumb.jpg
OYO,AKINYELE,IKEREKU,30-02-01-004,"METHODIST PRY. SCHOOL, IKEREKU III","OYO AKINYELE IKEREKU 30-02-01-004 METHODIST PRY. SCHOOL, IKEREKU III",7.6318948,3.9731754,213,797,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,96,17,77,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99023/result_85052_1677491919_thumb.jpg
OYO,AKINYELE,OLANLA/OBODA/LABODE,30-02-02-002,AGBAAGI VILLAGE,OYO AKINYELE OLANLA/OBODA/LABODE 30-02-02-002 AGBAAGI VILLAGE,7.62539,4.0184661,68,289,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,40,0,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99024/result_85053_1677581462_thumb.jpg
OYO,AKINYELE,OLANLA/OBODA/LABODE,30-02-02-003,ALAYIN VILLAGE,OYO AKINYELE OLANLA/OBODA/LABODE 30-02-02-003 ALAYIN VILLAGE,7.6731886,3.9902345,34,172,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,17,1,15,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99026/result_85055_1677581951_thumb.jpg
OYO,AKINYELE,OLANLA/OBODA/LABODE,30-02-02-004,BEYIOKU VILLAGE,OYO AKINYELE OLANLA/OBODA/LABODE 30-02-02-004 BEYIOKU VILLAGE,7.6246783,4.0039496,98,576,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,64,2,23,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/99027/result_85056_1677582131_thumb.jpg
